Target,Prime,Tick(s),RT,LD,SD,LD+SD,LD*SD,Target_Length,Prime_Length,Target_Frequency,Prime_Frequency
bara,barella,5,opaque,535.111,0.00735845170487,0.582743003046,0.590101454751,0.00428808624427,4,7,1243,440
bile,bilico,5,opaque,679.0613,0.00774375780197,0.908577698742,0.916321456544,0.00703580564333,4,6,87,103
boccia,bocciolo,5,opaque,574.2074,0.000463396339029,0.540972427188,0.541435823527,0.000250684642275,6,8,145,73
bordo,bordello,5,opaque,632.6709,0.00183318210983,0.746660207779,0.748493389889,0.00136876413502,5,8,5785,603
botte,bottino,5,opaque,494.17015,0.00333697264645,0.707938067343,0.711275039989,0.0023623699661,5,7,1590,542
botto,bottone,5,opaque,571.38055,0.000464705634091,0.566876541269,0.567341246903,0.000263430722562,5,7,337,952
branda,brandello,5,opaque,573.5046,0.000463616173641,0.557811309412,0.558274925586,0.000258610344884,6,9,174,38
briga,brigante,5,opaque,651.2674,0.000480774761932,0.64761514791,0.648095922672,0.00031135701856,5,8,217,98
bullo,bullone,5,opaque,530.3588,0.000463327643831,0.530976203125,0.531439530769,0.000246015953124,5,7,319,78
burro,burrone,5,opaque,521.33765,0.000463327643831,0.673690982825,0.674154310469,0.000312139655743,5,7,1677,200
calvo,calvario,5,opaque,627.8469,0.00158190188824,0.70073818277,0.702320084658,0.00110849905449,5,8,377,68
cane,canaglia,5,opaque,501.7943,0.00783568870893,0.794363092942,0.802198781651,0.00622438191816,4,8,13494,453
cancello,cancelliere,5,opaque,569.13775,4.77761632789e-05,0.774874189327,0.774921965491,3.70205157899e-05,8,11,1888,657
canotta,canottaggio,5,opaque,583.1396,2.43415782113e-05,0.265685698826,0.265710040404,6.46720921759e-06,7,11,33,49
canto,cantina,5,opaque,508.575,0.00293255131965,0.817892255258,0.820824806577,0.00239851101249,5,7,1764,1491
capo,capienza,5,opaque,558.0018,0.0136666405762,0.93700598636,0.950672626937,0.0128057240334,4,8,33050,26
cappa,cappone,5,opaque,633.8794,0.00194742151711,0.567042112981,0.568989534498,0.00110427001193,5,7,132,16
carro,carriera,5,opaque,548.56955,0.00333697264645,0.949237680211,0.952574652858,0.00316758017384,5,8,1863,5460
cavia,caviale,5,opaque,603.2704,0.000459242274507,0.552948037598,0.553407279873,0.000253937114471,5,7,226,337
colla,colletta,5,opaque,537.5718,0.00298928606259,0.597756771086,0.600746057149,0.00178686598463,5,8,616,112
colle,collezione,5,opaque,606.8228,0.000469115164624,0.816719566405,0.81718868157,0.000383135533846,5,10,101,1616
cono,conato,5,opaque,530.0647,0.00735845170487,0.833174498097,0.840532949802,0.00613087430597,4,6,274,13
coro,corona,5,opaque,624.9354,0.00185494502134,0.818207243937,0.820062188958,0.00151772945356,4,6,1135,1328
corso,corsetto,5,opaque,559.75935,0.00183318210983,0.805025944042,0.806859126152,0.00147575915856,5,8,7856,103
coscia,coscienza,5,opaque,648.4287,0.000770145426572,0.747386612982,0.748156758408,0.000575596381869,6,9,413,2414
costa,costanza,5,opaque,568.4732,0.000457896447836,0.763184625919,0.763642522367,0.000349459529251,5,8,5242,109
doga,dogana,5,opaque,688.2832,0.00146735222109,0.718709385624,0.720176737845,0.00105459981332,4,6,2,444
equo,equino,5,opaque,679.2539,0.0106405363853,0.721541837649,0.732182374034,0.00767759217703,4,6,388,32
falco,falcata,5,opaque,564.8219,0.00183425748712,0.740175938825,0.742010196313,0.00135767325758,5,7,799,19
fattore,fattorino,5,opaque,540.0443,0.00020844404248,0.68099945127,0.681207895313,0.00014195027855,7,9,693,441
fiore,fioretto,5,opaque,527.8848,0.000366367478865,0.74083332017,0.741199687649,0.00027141723577,5,8,1764,39
firma,firmamento,5,opaque,592.46925,0.000121690118712,0.643525911343,0.643647601462,7.83107445455e-05,5,10,2716,69
foca,focaccia,5,opaque,582.7832,9.1899094988e-05,0.617217218818,0.617309117913,5.67217038203e-05,4,8,135,125
folle,folletto,5,opaque,547.2898,0.000370713636465,0.558564045923,0.55893475956,0.000207067308663,5,8,2711,205
fonte,fontina,5,opaque,532.7153,0.00302391224426,0.564159583098,0.567183495342,0.00170596907105,5,7,2904,8
forma,formaggio,5,opaque,575.09115,0.000389252078356,0.737423063664,0.737812315743,0.000287043460159,5,9,7571,2720
forza,forziere,5,opaque,517.7805,0.00329784440708,0.826344752477,0.829642596884,0.00272515642028,5,8,45941,83
fosso,fossile,5,opaque,600.8028,0.00194742151711,0.789762368432,0.791709789949,0.00153800022969,5,7,352,117
gallo,gallone,5,opaque,523.5205,0.000463327643831,0.691930738512,0.692394066155,0.000320590638769,5,7,514,59
gara,garante,5,opaque,563.1089,0.00194742151711,0.880746870072,0.882694291589,0.00171518540591,4,7,3788,160
gelo,geloso,5,opaque,593.25005,0.00146735222109,0.764148525136,0.765615877357,0.0011212750356,4,6,186,1953
genero,generoso,5,opaque,662.46055,9.26483533744e-05,0.576181088948,0.576273737302,5.33822291365e-05,6,8,395,1176
