word,neighbors
fattorino,"fattorina:0.7262614369392395 fattorini:0.6893005967140198 trattorino:0.6593244671821594 tassista:0.6568838357925415 camionista:0.6330559849739075 benzinaio:0.6123705506324768 tuttofare:0.6079988479614258 fioraio:0.6059535145759583 dottorino:0.6043409109115601 cassiera:0.6022801399230957 garzone:0.6012009978294373 bidello:0.5999008417129517 cameriere:0.5924360156059265 lustrascarpe:0.5870093107223511 negoziante:0.5857384204864502 autista:0.5834106802940369 magazziniere:0.5829945206642151 cassiere:0.5803396105766296 maxicamionista:0.5792819857597351 lavapiatti:0.5790454745292664 manovale:0.5744596123695374 fattorello:0.5716381072998047 droghiere:0.5700405240058899 svaligiatore:0.5672984719276428 capoinfermiera:0.5661941170692444 mozzie:0.5657557249069214 svaligiato:0.5625242590904236 cameriera:0.5623535513877869 lettorino:0.5623136758804321 giornalaio:0.5615250468254089 inserviente:0.5602536797523499 rapinatore:0.5599007606506348 portinaio:0.5594509243965149 pizzaiolo:0.5586554408073425 subaffitta:0.5553954839706421 ettorino:0.5543639659881592 ristoratore:0.5521335601806641 bigliettaio:0.552111029624939 allibratore:0.5512158870697021 lavanderia:0.5510241985321045 droghieri:0.5508148074150085 scattorin:0.5504831075668335 postino:0.5493810772895813 ragazzino:0.5488109588623047 lavoretti:0.5486694574356079 venditore:0.5483852028846741 borseggiatore:0.5475835204124451 coinquilino:0.5465742349624634 boscaiolo:0.5455047488212585 spacciatore:0.5440673828125 giovanotto:0.5436554551124573 bessiere:0.5434877872467041 fornaio:0.5425291657447815 capostalliere:0.5420907139778137 fattoria:0.5415169596672058 ragazzo:0.5400804877281189 jezzie:0.5396507978439331 lattaio:0.5391809344291687 elettricista:0.5391042828559875 taxista:0.5384737849235535 pedinatore:0.538382887840271 attrezzista:0.5379213690757751 buzzie:0.5376220941543579 lucignolo:0.5370479822158813 motorino:0.536677360534668 giardiniere:0.5330361127853394 receptionist:0.5325062870979309 ambulante:0.5316945314407349 spogliarellista:0.531405508518219 lavorava:0.5313698053359985 segretaria:0.5308712720870972 gumble:0.530023455619812 receptionista:0.5292233228683472 scassinatore:0.5286666750907898 facchino:0.5285691618919373 svaligiano:0.528465747833252 capoufficio:0.5283529162406921 pompiere:0.5282527208328247 usciere:0.5282489657402039 guardarobiere:0.5281736254692078 pippy:0.5280711054801941 gelataio:0.5272215604782104 furley:0.5269755721092224 pasticcione:0.5266233086585999 ladruncolo:0.5257524847984314 infermiera:0.5252861380577087 pinocchietto:0.5252350568771362 garagista:0.5240911245346069 cratchit:0.5233408212661743 sguattera:0.5218554139137268 millhone:0.5215615034103394 fidanzatino:0.5209906697273254 bidella:0.5207738280296326 pittorino:0.5206100344657898 muratore:0.5200989842414856 smitty:0.519960880279541 legnaiolo:0.5199006199836731 deebs:0.519584596157074 negozio:0.5182610154151917 vecchietto:0.5181164741516113 pennyfeather:0.5174014568328857 scippatore:0.5173356533050537 sguattero:0.5170183777809143 imbianchino:0.5169132947921753 coniglietto:0.5159270167350769 parrucchiere:0.5157138109207153 centralinista:0.5154364109039307 negozietto:0.5147536396980286 svaligiare:0.5146167278289795 buttafuori:0.5145654082298279 biggley:0.5143924355506897 giocattolaio:0.5140760540962219 capufficio:0.5140071511268616 ozzie:0.5136106014251709 farraday:0.5130895376205444 agricoltore:0.5129555463790894 padroncino:0.5128095746040344 dinozzo:0.5122842788696289 disoccupato:0.5120949745178223 benzinaia:0.5118545293807983 macintire:0.5117939710617065 drogheria:0.5117701292037964 fidanzato:0.5117671489715576 pulizie:0.5114153623580933 millhouse:0.5113528370857239 assistente/addetto:0.5104250907897949 ragioniere:0.5099349021911621 floorwalker:0.5097603797912598 traveste:0.5097002387046814 pinocchio/august:0.5095522403717041 locandiere:0.5094451308250427 taglialegna:0.5093541741371155 ferroviere:0.5093260407447815 doofy:0.5091920495033264 svaligiatori:0.5091890096664429 bottegaio:0.5089691281318665 tempoliziotto:0.5084128975868225 medavoy:0.5079252123832703 lukey:0.5078974366188049 affitta:0.507864773273468 robivecchi:0.507814884185791 ambulanziere:0.5076719522476196 macreedy:0.5070843696594238 battorina:0.5068386197090149 apprendista:0.506743311882019 calzolaio:0.50641930103302 comprargli:0.5063571333885193 cattorini:0.5062901973724365 ridolino:0.5061966180801392 conoscente:0.5060672760009766 ciabattino:0.5058298707008362 parrucchiera:0.5057176351547241 panettiere:0.5052849054336548 fratellino:0.5051910877227783 suzzy:0.5048961639404297 badante:0.5047245025634766 zietto:0.5047097206115723 travestito:0.5045763254165649 jaio:0.5045186281204224 dattilografo:0.5044130682945251 fattor:0.5039936304092407 sgrizzo:0.503582239151001 studiotorino:0.5034713745117188 adocchia:0.5031518936157227 sweetchuck:0.5030867457389832 allsop:0.5030598640441895 falegname:0.5029498934745789 fidanzatini:0.5028954148292542 morolto:0.5027434825897217 malvivente:0.502571702003479 maggie:0.5023233890533447 jiminez:0.5023044347763062 pewty:0.501787543296814 scagnozzo:0.5016011595726013 barney:0.5011734962463379 baracchino:0.5011422038078308 packy:0.5008848905563354 mucchietto:0.5004796981811523 millhollin:0.5004377961158752 fotticchia:0.5003799200057983 fioraia:0.5003560781478882 trattorini:0.500087320804596 allsafe:0.500053882598877 fidanzata:0.5000212788581848 ,attore:0.5000151991844177"
